open_time,open,high,low,close,volume,close_time,quote_asset_volume,num_trades,tkbbav,tkqav,ign.
1561831200000,0.026010000000000002,0.026143,0.025936,0.026064,13159.242,1561834799999,342.72808143,8909,7303.943,190.20974551,0
1561834800000,0.026056,0.026208,0.025889999999999996,0.026069,14005.829,1561838399999,364.33634627,8387,9125.804,237.42288215,0
1561838400000,0.026064999999999998,0.026170999999999996,0.025646,0.025716000000000003,8533.413,1561841999999,221.30095555,8245,3407.614,88.46545171,0
1561842000000,0.025712,0.026042000000000003,0.025651,0.025962,7724.5369999999975,1561845599999,199.57288987,7136,3811.756,98.42855324,0
1561845600000,0.025963,0.02617,0.025921,0.026094,6865.638000000001,1561849199999,178.82268172,6268,3656.8509999999997,95.25892538,0
1561849200000,0.026088999999999998,0.027124000000000002,0.026080000000000002,0.0267,25834.03100000001,1561852799999,690.77588966,17412,10937.196000000002,291.94833184,0
1561852800000,0.026706,0.026975,0.026461000000000002,0.026624000000000002,21310.562,1561856399999,568.54438366,11120,9244.014000000001,246.52877196,0
1561856400000,0.026626999999999998,0.026688999999999997,0.026486000000000003,0.026545999999999997,11180.553,1561859999999,297.06580376,7401,5671.547,150.687601,0
1561860000000,0.02655,0.026550999999999998,0.026381,0.026416000000000002,7093.639,1561863599999,187.73324972,5767,3425.789,90.70283281,0
1561863600000,0.026414999999999998,0.026468000000000002,0.026206999999999998,0.026251999999999998,8204.666,1561867199999,215.98174782,6432,4267.725,112.34229536,0
1561867200000,0.026251,0.026507999999999997,0.02623,0.026462,6607.858,1561870799999,174.29393176,6642,3799.042,100.18331753,0
1561870800000,0.026465,0.026570999999999997,0.026286,0.026538,10585.05,1561874399999,279.95177588,8949,5983.456,158.27263453,0
1561874400000,0.026529,0.026598,0.026355,0.026496,9447.639000000001,1561877999999,250.22419765,6947,6070.9230000000025,160.80520123,0
1561878000000,0.026496,0.0266,0.026300999999999998,0.026320999999999997,15256.98,1561881599999,403.45172537,12163,9194.314,243.21462465,0
1561881600000,0.026326,0.026347000000000002,0.026231,0.026258999999999998,8025.763000000001,1561885199999,210.96704749,5625,4829.194,126.94593266,0
1561885200000,0.026258999999999998,0.026369999999999998,0.026181,0.026295,9427.482,1561888799999,247.71743969,6862,4797.522,126.05626553,0
1561888800000,0.026287,0.026423000000000002,0.026225,0.026262999999999998,19101.478,1561892399999,502.69035896,9763,11201.553,294.84479682,0
1561892400000,0.026258999999999998,0.026318,0.026050999999999998,0.026162,11546.763,1561895999999,302.62672761,7480,6603.316,173.0945821,0
1561896000000,0.026166000000000002,0.026247000000000003,0.026108999999999997,0.026241000000000004,8819.729,1561899599999,230.88163151,5765,5636.451,147.55403144,0
1561899600000,0.026249,0.0267,0.026135000000000002,0.026541000000000002,17839.827,1561903199999,470.73380788,10425,11004.218,290.36895634,0
1561903200000,0.026545999999999997,0.026588,0.026287,0.026534,20376.965,1561906799999,539.23327824,11385,11449.302,303.05951755,0
1561906800000,0.02653,0.026779,0.026513,0.026762,10915.553999999998,1561910399999,290.96823565,7800,6841.985,182.34094378,0
1561910400000,0.026761,0.027042,0.026726,0.026933999999999996,20193.386000000002,1561913999999,543.2705075,12502,12891.806999999999,346.80819313,0
1561914000000,0.026929,0.026933,0.02663,0.026781,10079.091999999999,1561917599999,269.30152024,7621,4703.422000000001,125.68078229999999,0
1561917600000,0.026785000000000003,0.026987999999999998,0.026649000000000003,0.026758999999999998,7007.7109999999975,1561921199999,187.90871437,6179,3179.6540000000005,85.28129102,0
1561921200000,0.026756,0.02695,0.026718000000000002,0.026842,6606.437,1561924799999,177.30338525,5976,3708.6479999999997,99.53735873,0
1561924800000,0.026841000000000004,0.026909,0.02657,0.02665,7862.045,1561928399999,210.25818736,6427,3166.38,84.74037338,0
1561928400000,0.02665,0.026668999999999998,0.026462,0.0266,10365.190999999999,1561931999999,275.45649112,6617,4706.933,125.10380035,0
1561932000000,0.026614999999999996,0.026893,0.026489,0.026883999999999998,15073.315,1561935599999,401.67750124,9796,7967.446,212.37113462,0
1561935600000,0.02688,0.027076,0.026675,0.026972000000000003,22827.188,1561939199999,613.93101105,12923,11755.649,316.33707117,0
1561939200000,0.026967,0.027030000000000002,0.026637,0.026784,16545.575,1561942799999,443.5452781,10663,8694.742,233.08696292,0
1561942800000,0.026777,0.02702,0.026744,0.027014,11619.177,1561946399999,312.79696228,7107,5156.637,138.84408609,0
1561946400000,0.027012,0.0272,0.026920999999999997,0.027030000000000002,11906.909,1561949999999,322.03800808,8758,6095.571,164.88305252,0
1561950000000,0.027035000000000003,0.027067,0.026813,0.026927,9497.278,1561953599999,256.04957097,7538,5428.116999999998,146.34806215,0
1561953600000,0.026927,0.027014999999999997,0.026846,0.026929,10092.831,1561957199999,271.7707704,6957,5668.359,152.64984519,0
1561957200000,0.026933,0.02706,0.026724,0.026799,11954.173,1561960799999,321.30636165,7953,6655.232,178.89572366,0
1561960800000,0.026805000000000002,0.026923000000000002,0.026666000000000002,0.026920999999999997,9812.568000000001,1561964399999,262.83540774,8217,5184.405,138.88857523,0
1561964400000,0.026916000000000002,0.027056999999999998,0.026808999999999996,0.026902,10197.095,1561967999999,274.51375109,7408,5007.139,134.81098886,0
1561968000000,0.026895999999999996,0.026989999999999997,0.026789999999999998,0.026844,11754.915,1561971599999,315.81877265,7737,4644.005,124.81347724,0
1561971600000,0.026844999999999997,0.026975,0.026726999999999997,0.026902999999999996,11471.675,1561975199999,308.22832956,7523,5438.217,146.14432894,0
1561975200000,0.0269,0.027067,0.026763,0.026958,13091.176000000001,1561978799999,352.18030496,8549,6265.295,168.59502115,0
1561978800000,0.026956,0.026958999999999997,0.026785000000000003,0.026857,13855.816,1561982399999,372.37287369,7794,5946.535,159.85040466,0
1561982400000,0.026862999999999998,0.027311000000000002,0.026835,0.027247000000000004,22441.213,1561985999999,609.00415082,14211,11476.705,311.48157365,0
1561986000000,0.027239999999999997,0.027260000000000003,0.02706,0.027126,13676.805,1561989599999,371.38354301,8249,7070.105,192.01923572,0
1561989600000,0.027126,0.027513,0.027101,0.027476,17032.633,1561993199999,465.17550435,11029,9304.34,254.25844754,0
1561993200000,0.027476,0.027999999999999997,0.027437,0.027510000000000003,43123.304000000004,1561996799999,1196.87469833,22322,24891.646,691.00476775,0
1561996800000,0.027506,0.027705,0.027482,0.027593,17690.05,1562000399999,487.68722898,10263,9657.424,266.25689138,0
1562000400000,0.027593,0.027777999999999997,0.02743,0.027576999999999997,13897.438,1562003999999,383.97052692,9225,6106.58,168.7211862,0
1562004000000,0.027576999999999997,0.027786,0.027516000000000002,0.027777,8265.403,1562007599999,228.7462168,7506,4507.076,124.76263306,0
1562007600000,0.027777999999999997,0.027989,0.027538999999999998,0.027624,14890.098,1562011199999,414.39441686,10653,7662.41,213.28441957,0
1562011200000,0.027623,0.027756,0.027366,0.027552999999999998,14609.395,1562014799999,403.08012934,10803,7423.437,204.91300297,0
1562014800000,0.027551,0.027795999999999998,0.027551,0.027606,8096.965,1562018399999,223.93458507,7248,4121.144,114.00595416,0
1562018400000,0.027608999999999998,0.027752999999999996,0.027527999999999997,0.027668,8268.976999999999,1562021999999,228.44091663,6470,4429.277,122.43335437,0
1562022000000,0.027667,0.027925,0.027613,0.027769,9025.567,1562025599999,251.11027422,6935,4973.757000000001,138.36228392,0
1562025600000,0.027769,0.02805,0.027756,0.028030000000000003,12585.818000000001,1562029199999,351.05732159,8509,6968.695,194.431401,0
1562029200000,0.028030000000000003,0.02815,0.027957,0.028018,10931.726999999999,1562032799999,306.74938979,7559,5625.432,157.86177017,0
1562032800000,0.028017,0.028062,0.027780000000000003,0.027955,9004.856,1562036399999,251.40264815,6676,4874.895,136.12849688,0
1562036400000,0.027963,0.028038999999999998,0.027837999999999998,0.02795,8189.595,1562039999999,228.80665513,5663,4298.179,120.13216813,0
1562040000000,0.027948,0.028312,0.027913,0.028132,24211.083,1562043599999,681.27429958,14375,13283.482,373.78161652,0
1562043600000,0.028129,0.02828,0.027981,0.028069999999999998,17382.543999999998,1562047199999,489.01042014,10861,9039.563,254.39583905,0
1562047200000,0.028073,0.028319,0.027913999999999998,0.028175,16602.658,1562050799999,468.00804243,11202,9270.953000000001,261.40254509,0
1562050800000,0.028177999999999998,0.028318,0.028030000000000003,0.028114999999999998,10361.06,1562054399999,291.65140709,6774,5231.297000000001,147.30121558,0
1562054400000,0.028113,0.028185,0.027599000000000002,0.027747000000000004,11915.993999999999,1562057999999,332.13374951,9781,5400.569,150.66367118,0
1562058000000,0.027738,0.027750999999999998,0.027538,0.027672000000000002,11499.202,1562061599999,318.00445296,7965,5448.772,150.70569057,0
1562061600000,0.027686000000000002,0.027818,0.027576,0.027808,10858.061000000003,1562065199999,300.61504094,6869,4597.767,127.29939445,0
1562065200000,0.027808999999999997,0.028208999999999998,0.027455,0.02766,24386.017999999996,1562068799999,679.44830243,16053,11793.573999999999,328.83517112,0
1562068800000,0.02766,0.028094,0.027536,0.028051,15929.726,1562072399999,443.54128419,10900,8997.835,250.56362298,0
1562072400000,0.02805,0.02815,0.02795,0.028022000000000002,8865.688,1562075999999,248.58605294,7147,4709.029,132.06942094,0
1562076000000,0.028023000000000003,0.028048000000000003,0.0272,0.027204000000000002,24144.179,1562079599999,665.99630278,15651,11767.083999999999,324.49394703,0
1562079600000,0.027207,0.027454000000000003,0.0272,0.027285000000000004,14883.533000000001,1562083199999,407.10309062,9803,7890.3269999999975,215.81917079,0
1562083200000,0.027286,0.027412,0.027233999999999998,0.027349000000000002,11046.236,1562086799999,301.82676884,8146,6280.745,171.63216788,0
1562086800000,0.02735,0.027354000000000003,0.026967,0.027024,12221.438999999995,1562090399999,331.73832734,9876,5455.576,148.05649585,0
1562090400000,0.027035000000000003,0.02717,0.026862999999999998,0.026895,10229.249,1562093999999,276.49026665,8880,5205.417,140.72190382,0
1562094000000,0.026885000000000003,0.026916000000000002,0.026713999999999998,0.026764,10345.329,1562097599999,277.26102760000003,7931,5780.868,154.96067516,0
1562097600000,0.026767000000000003,0.026904,0.026537,0.026904,10937.536,1562101199999,291.60989462,8087,5303.165,141.43826284,0
1562101200000,0.026894,0.027073000000000003,0.026789999999999998,0.02698,9967.638,1562104799999,268.37918331,7099,5330.32,143.50396001,0
1562104800000,0.02698,0.027056999999999998,0.026808999999999996,0.026997000000000004,6489.67,1562108399999,174.77103533,6253,3578.862,96.42715438,0
1562108400000,0.026993,0.027147000000000004,0.026837,0.026889,6827.874,1562111999999,184.41824593,6190,3197.531,86.44222784,0
1562112000000,0.026877999999999996,0.026895,0.02615,0.026236000000000002,20092.875,1562115599999,531.21274779,14199,9457.658000000001,250.12754893,0
1562115600000,0.026237,0.026311,0.026057999999999998,0.026125,16902.567,1562119199999,442.61741476,11239,9639.639000000001,252.37232077,0
1562119200000,0.026132,0.026327,0.026050999999999998,0.026258,13820.855,1562122799999,361.91578661,9650,8607.465,225.42117246,0
1562122800000,0.026255,0.026336000000000002,0.026025,0.026105,11567.086000000001,1562126399999,302.86906168,8552,4927.611,129.06024377,0
1562126400000,0.026106,0.026344,0.026033999999999998,0.026338,7754.705,1562129999999,203.0495041,7930,4096.387,107.27499512,0
1562130000000,0.026338,0.026347000000000002,0.025935000000000003,0.02603,14417.226,1562133599999,375.70810408,12869,7086.093000000003,184.64259322,0
1562133600000,0.026026,0.026143,0.02593,0.02599,7214.593000000003,1562137199999,187.80109236,7613,3535.447,92.03263731,0
1562137200000,0.02599,0.02621,0.025907999999999997,0.026182,9002.843,1562140799999,234.26439871,7572,4152.896,108.10448905,0
1562140800000,0.026184,0.026479000000000003,0.026018,0.026441000000000003,13071.087,1562144399999,342.74421812,8020,6621.251,173.7452983,0
1562144400000,0.02647,0.0266,0.026105,0.026117,15318.966,1562147999999,405.08258482,11883,7635.689,202.0267369,0
1562148000000,0.026119,0.026198000000000003,0.025913,0.025981999999999998,12646.131000000001,1562151599999,329.0930327,9587,5051.0059999999985,131.43435276,0
1562151600000,0.025983,0.026262999999999998,0.025863,0.026088999999999998,8057.45,1562155199999,209.86448853,6743,4375.47,113.99066631,0
1562155200000,0.026088,0.026160000000000003,0.025862,0.025894999999999998,7545.1640000000025,1562158799999,196.47673771,8182,3178.8190000000004,82.80521852,0
1562158800000,0.025879000000000003,0.02613,0.025818,0.026049,12484.937,1562162399999,323.81625044,9688,6443.1,167.18982686,0
1562162400000,0.02605,0.026062000000000002,0.02578,0.025858999999999997,10039.958,1562165999999,260.15726348,8516,4930.014,127.76394623,0
1562166000000,0.025861000000000002,0.02593,0.025712,0.0258,10008.577,1562169599999,258.33832483,8071,4806.944,124.09008857,0
1562169600000,0.025793,0.025991000000000004,0.025758999999999997,0.025899000000000002,10108.33,1562173199999,261.31978923,9689,5157.7040000000015,133.38510353,0
1562173200000,0.025894,0.026147000000000004,0.025709,0.026144999999999998,12577.844,1562176799999,325.41180909,11124,7185.953,185.96368352,0
1562176800000,0.026141,0.026305000000000002,0.025907999999999997,0.025925,17790.104,1562180399999,464.83561709,11376,10578.332,276.42642404,0
1562180400000,0.025929,0.026081,0.025862,0.025985,6422.688,1562183999999,166.89069947,7505,3275.119,85.11023572,0
1562184000000,0.025976999999999997,0.026039999999999997,0.025729000000000002,0.025807999999999998,6143.263000000001,1562187599999,158.95942309999995,7430,3166.16,81.94378714,0
1562187600000,0.025806,0.0259,0.025727999999999997,0.025841000000000003,5517.163000000001,1562191199999,142.3876744,6476,2759.313,71.22728319,0
1562191200000,0.02584,0.025851,0.025165,0.025232,21356.1,1562194799999,541.23401204,16789,8064.803000000001,204.43916643,0
1562194800000,0.025233000000000002,0.025391,0.025195,0.02522,15453.268,1562198399999,390.53785325,10629,6666.635,168.51429404,0
1562198400000,0.02522,0.025358000000000002,0.025188,0.02529,11168.046999999999,1562201999999,282.2503242,7809,4555.7559999999985,115.15981733,0
1562202000000,0.025292,0.025353999999999998,0.025181,0.0252,6134.314,1562205599999,155.01352481,6271,2323.535,58.72758867,0
1562205600000,0.025200999999999998,0.025206,0.025057,0.025065,5369.956,1562209199999,134.8861445,6189,2214.722,55.64083418,0
1562209200000,0.025074000000000003,0.025092,0.025004,0.025046000000000002,6278.177,1562212799999,157.23246627,5899,2596.496,65.03708779,0
1562212800000,0.025047,0.0253,0.025043,0.02522,7845.99,1562216399999,197.51562108,7860,3970.527,99.94822702,0
1562216400000,0.025211,0.025336,0.025118,0.025221,7030.41,1562219999999,177.22562261,6961,3558.397,89.71918781,0
1562220000000,0.025221,0.025296000000000003,0.025093,0.02519,6934.333000000001,1562223599999,174.71228436,6470,3038.237,76.58894189,0
1562223600000,0.02519,0.025372,0.025113,0.025168,12189.306999999999,1562227199999,307.7031269,9923,6406.93,161.78043039,0
1562227200000,0.025169,0.025318,0.025161000000000003,0.025179,12673.211000000001,1562230799999,319.89457737,8672,7807.129,197.06289165,0
1562230800000,0.025185,0.025379,0.025151,0.025287999999999998,9911.940999999999,1562234399999,250.52681422,7254,4931.804,124.66915605,0
1562234400000,0.025287999999999998,0.025458,0.025202000000000002,0.025283,10328.384,1562237999999,261.57104619,8516,5837.7419999999975,147.88297167,0
1562238000000,0.025279,0.025317,0.025,0.025091,16972.944,1562241599999,426.35478631,9120,7663.297,192.56804334,0
1562241600000,0.025083,0.025141,0.024924,0.025036000000000003,18679.002,1562245199999,467.25053457,10894,8244.931999999999,206.30816604,0
1562245200000,0.025036000000000003,0.0251,0.024924,0.024956,15048.973999999998,1562248799999,376.22800513,9475,7429.231,185.73818244,0
1562248800000,0.024953,0.025049000000000002,0.024896,0.024935,9186.681,1562252399999,229.30292061,6797,4607.818,115.02975156,0
1562252400000,0.024935,0.025092,0.02486,0.025033,9687.894,1562255999999,241.8671142,9018,5034.748,125.73104648,0
1562256000000,0.025031,0.025187,0.02486,0.02507,11543.976999999999,1562259599999,289.06842722,9574,6153.244000000002,154.02678639,0
1562259600000,0.025077000000000002,0.025084,0.024881999999999998,0.024919999999999998,6224.218000000003,1562263199999,155.4473208,6911,2945.074,73.56658729,0
1562263200000,0.024909999999999998,0.024946,0.02485,0.024898,7474.592,1562266799999,186.06641283,5741,5168.61,128.66920303,0
1562266800000,0.024891,0.025025,0.024874,0.024899,4227.362,1562270399999,105.43694237,4677,2330.64,58.12814669,0
1562270400000,0.024899,0.025284,0.024873,0.025016,8920.367,1562273999999,224.24948676,9495,4218.126,106.05103802,0
1562274000000,0.025012,0.025249,0.024933,0.025230000000000002,6677.353,1562277599999,167.50994878,7189,3755.2259999999997,94.24289482,0
1562277600000,0.025228,0.025268000000000002,0.025044,0.02521,6128.517,1562281199999,154.12247128,5383,2682.063,67.46244003,0
1562281200000,0.02521,0.025673,0.02514,0.02537,21390.203999999998,1562284799999,543.85566474,16224,10844.24,275.70425773,0
1562284800000,0.02537,0.02555,0.025306,0.025441,11052.622,1562288399999,281.26127036,8926,6058.033,154.18153634,0
1562288400000,0.025437,0.025507,0.025134,0.025447,9446.496,1562291999999,239.01017082,7685,4201.727,106.40372679999999,0
1562292000000,0.02545,0.025596999999999998,0.025356999999999998,0.025542,5107.239000000001,1562295599999,129.97229047,4814,2955.487,75.20858446,0
1562295600000,0.025544,0.025673,0.025516999999999998,0.025606999999999998,5557.553000000001,1562299199999,142.29307134,5611,2688.063,68.81156419999999,0
1562299200000,0.025602999999999997,0.025766000000000004,0.025544,0.025581,6379.785,1562302799999,163.5412261,5919,3360.99,86.16108527,0
1562302800000,0.025581,0.025737,0.025521000000000002,0.025718,6552.8809999999985,1562306399999,167.70061178,5263,4284.614000000001,109.63778703,0
1562306400000,0.025724,0.026312000000000002,0.025710000000000004,0.026279000000000004,14997.223,1562309999999,389.97762619,11818,8648.548,225.03971092,0
1562310000000,0.026269999999999998,0.026341000000000003,0.02598,0.026021,12764.433,1562313599999,333.29609182,8207,7310.395,190.84328495,0
1562313600000,0.026019999999999998,0.026184,0.02595,0.026180000000000002,14323.669,1562317199999,373.45554621,8265,9787.121,255.22234505,0
1562317200000,0.026180000000000002,0.02625,0.02584,0.025892000000000002,15164.008,1562320799999,395.47026227,9743,8727.129,227.66010786,0
1562320800000,0.025894,0.026092,0.025861000000000002,0.026011000000000003,13877.248,1562324399999,360.60624074,8399,8804.538,228.79541994,0
1562324400000,0.026008,0.026193,0.025988,0.026191000000000002,11264.823999999999,1562327999999,293.69161595,7195,6548.609,170.71122054,0
1562328000000,0.026184,0.026219,0.026008999999999997,0.026105,6584.821999999999,1562331599999,171.99045291,6595,3259.02,85.12159469,0
1562331600000,0.026114,0.026274000000000002,0.026052999999999996,0.026155,6856.649,1562335199999,179.32612814,6266,3316.381,86.75796257,0
1562335200000,0.026154000000000004,0.026180000000000002,0.025527,0.025674000000000002,11215.933,1562338799999,289.19317134,9197,6463.108,166.39620989,0
1562338800000,0.025675,0.025766000000000004,0.025532,0.025691000000000002,8008.635,1562342399999,205.40742638,6193,5177.045,132.76840108,0
1562342400000,0.025689999999999998,0.025927999999999996,0.025677999999999996,0.025910000000000002,6800.485,1562345999999,175.70457464,5757,3135.203,81.00400529,0
1562346000000,0.025905,0.026035000000000003,0.025738999999999998,0.025794,6527.9630000000025,1562349599999,168.95188959,7159,3804.442,98.46630545,0
1562349600000,0.025789999999999997,0.02605,0.025741000000000003,0.025960000000000004,6283.132,1562353199999,163.00435819999996,5753,2907.509,75.39051273,0
1562353200000,0.025969,0.026129000000000003,0.0259,0.026048,4730.226,1562356799999,123.03081025,4664,2412.279,62.75746841,0
1562356800000,0.026048,0.026313,0.025943,0.025994999999999997,10054.328000000001,1562360399999,263.21604939,8278,6409.431,167.87083568,0
1562360400000,0.025994999999999997,0.026253,0.025952,0.026066000000000002,4652.4209999999985,1562363999999,121.49795434,5251,2613.975,68.26580833,0
1562364000000,0.026066000000000002,0.026319,0.026029000000000004,0.026312000000000002,4221.045,1562367599999,110.48801278,4647,2807.69,73.5050348,0
1562367600000,0.026311,0.026432,0.026094,0.026170999999999996,5365.563,1562371199999,140.73647299,5502,2471.689,64.87505884,0
1562371200000,0.026173000000000002,0.026211,0.025695999999999997,0.025730000000000003,8233.261999999999,1562374799999,212.93026696,8747,3737.15,96.70474699,0
1562374800000,0.025722000000000002,0.02588,0.025580000000000002,0.025686,6928.334,1562378399999,178.2005684,5499,2740.54,70.54447498,0
1562378400000,0.025693,0.025767,0.025612,0.025731999999999998,3099.48,1562381999999,79.57811674,3712,1591.1660000000006,40.85171984,0
1562382000000,0.025738,0.025802,0.025468,0.02553,4018.015,1562385599999,103.14955565,4943,1655.207,42.52956378,0
1562385600000,0.025532,0.025681,0.025402,0.025668,5112.141,1562389199999,130.48668063,5030,2787.506,71.18203843,0
1562389200000,0.025664,0.025812,0.025535,0.025742,5463.594,1562392799999,140.10477032,5538,2835.7140000000004,72.75387995,0
1562392800000,0.02574,0.025752999999999998,0.025525,0.025602,4575.055,1562396399999,117.05738179,4745,2351.032,60.15681291,0
1562396400000,0.025602,0.025641000000000004,0.025472,0.025629000000000002,4817.224,1562399999999,123.10682575,4762,2274.656,58.12163448,0
1562400000000,0.025636000000000003,0.025764,0.025509999999999998,0.025651,6896.068,1562403599999,176.90637902,6522,2842.195,72.9073723,0
1562403600000,0.025649,0.025677,0.025443,0.025483000000000002,3717.8059999999996,1562407199999,95.14755785,5501,1766.999,45.23872957,0
1562407200000,0.025486,0.025593,0.025419,0.025567,7442.891,1562410799999,189.69323402,6138,4492.405,114.48988221,0
1562410800000,0.025564,0.025653,0.025481,0.025484,4944.433,1562414399999,126.41329117,5118,2494.915,63.79610278,0
1562414400000,0.025483000000000002,0.0256,0.025274,0.025406,8495.66,1562417999999,216.19817478,6947,4853.307,123.57837072,0
1562418000000,0.025404,0.025495,0.025342,0.025437,6143.415,1562421599999,156.17117126,5603,3500.1209999999996,88.97758158,0
1562421600000,0.025437,0.025823000000000002,0.025412,0.025817000000000003,8882.84,1562425199999,227.26780330000003,8543,5146.002,131.58969802,0
1562425200000,0.025823000000000002,0.025929,0.025449,0.025481,10423.326,1562428799999,267.92262725,10407,4742.8809999999985,121.95340041,0
1562428800000,0.025481999999999998,0.025549000000000002,0.025397,0.025419999999999998,5819.571999999999,1562432399999,148.23866535,6484,2919.83,74.3820479,0
1562432400000,0.025419999999999998,0.025513,0.025403,0.025433,3332.9809999999998,1562435999999,84.83884792,4078,1545.338,39.34425853,0
1562436000000,0.025428,0.025578,0.0254,0.025465,3687.526,1562439599999,93.8643233,4715,1714.16,43.64349024,0
1562439600000,0.025475,0.025507,0.025323,0.025386000000000002,3838.762,1562443199999,97.58219399,4510,1955.683,49.71300598,0
1562443200000,0.025384999999999998,0.025574,0.025331,0.025481999999999998,4046.6020000000003,1562446799999,102.91007276,3890,2449.491,62.30289226,0
1562446800000,0.025481999999999998,0.025776999999999998,0.025436,0.025755,8647.25,1562450399999,221.43277958,8113,4394.964,112.53715257,0
1562450400000,0.02575,0.025814999999999998,0.025555,0.025571,5662.55,1562453999999,145.65121977,5499,3142.365,80.82761766,0
1562454000000,0.025566,0.025693,0.02554,0.025612,3401.844,1562457599999,87.13249746,4069,1789.879,45.85410691,0
1562457600000,0.025605000000000003,0.025737,0.025525,0.02572,4533.903,1562461199999,116.28875029,5234,1951.625,50.05576214,0
1562461200000,0.025725,0.025758,0.025615,0.025687,4184.7040000000015,1562464799999,107.48578247,3964,1689.881,43.40765844,0
1562464800000,0.025691000000000002,0.025774000000000002,0.0256,0.025704,3752.218,1562468399999,96.38085583,4119,1738.227,44.65919235,0
1562468400000,0.025718,0.02582,0.025677,0.025807,3754.961,1562471999999,96.71258029,4802,1706.296,43.95419298,0
1562472000000,0.025797000000000004,0.025807,0.025606999999999998,0.025651999999999998,3787.078,1562475599999,97.39399301,4979,1822.5279999999998,46.8720597,0
1562475600000,0.025654000000000003,0.025716000000000003,0.025581,0.025681,3188.81,1562479199999,81.76074418,4260,1669.592,42.80817385,0
1562479200000,0.025684,0.025752999999999998,0.025641000000000004,0.02574,2335.192,1562482799999,59.99679942,2795,1153.819,29.65587176,0
1562482800000,0.025744,0.025752999999999998,0.025657,0.025718,2137.716,1562486399999,54.95146070000001,3609,1121.71,28.83531763,0
1562486400000,0.025719,0.025782999999999997,0.025684,0.025707999999999998,2634.9770000000008,1562489999999,67.79328481,3787,1458.096,37.52041371,0
1562490000000,0.025712,0.02574,0.02563,0.025644,2505.379,1562493599999,64.3548031,4062,1374.371,35.30467912,0
1562493600000,0.025644,0.025684,0.025596,0.025596999999999998,2958.0359999999996,1562497199999,75.83825024,3638,1503.701,38.55759837,0
1562497200000,0.025602999999999997,0.025991000000000004,0.02559,0.025897000000000003,7399.524,1562500799999,190.90881104,7853,3648.785,94.17629315,0
1562500800000,0.025894,0.026012999999999998,0.025769,0.025983,11040.267,1562504399999,286.00301821,7182,5456.951999999998,141.3519898,0
1562504400000,0.02598,0.026001999999999997,0.025802,0.025854000000000002,6896.268,1562507999999,178.69515639,5328,4491.05,116.39275505,0
1562508000000,0.025855,0.025886000000000003,0.025798,0.025843,4156.193,1562511599999,107.41490936,3984,2555.666,66.05531561,0
1562511600000,0.025838,0.025979000000000002,0.025737,0.025957,5307.768,1562515199999,137.23655773,6082,2957.007,76.44932997,0
1562515200000,0.025957,0.026142000000000002,0.025944,0.026142000000000002,4905.14,1562518799999,127.63614891,5813,2589.061,67.37802174,0
1562518800000,0.026135000000000002,0.026869999999999998,0.026133999999999998,0.026782,22347.474,1562522399999,593.70360077,17658,10852.171999999999,288.37309064,0
1562522400000,0.026787000000000002,0.026922,0.02669,0.026747000000000003,13593.693000000001,1562525999999,364.11630958,8762,6358.58,170.35663613,0
1562526000000,0.026739,0.026823000000000003,0.026532,0.02669,8882.3,1562529599999,237.48781801,7133,5092.058,136.22053583,0
1562529600000,0.026697000000000002,0.02682,0.026591000000000004,0.026675,7382.315,1562533199999,197.12460475,7033,3689.406,98.54820328,0
1562533200000,0.026670999999999997,0.026792000000000003,0.026625,0.026719,6313.653,1562536799999,168.65829472,5144,2759.123,73.71120857,0
1562536800000,0.026719,0.02707,0.026706999999999998,0.026764,14209.886,1562540399999,382.08254228,10536,6862.079000000002,184.49125921,0
1562540400000,0.026764,0.026824,0.026681,0.026706,4389.285,1562543999999,117.43161927,4108,2381.581,63.72091015,0
1562544000000,0.026713,0.026823000000000003,0.026510000000000002,0.02653,6824.611,1562547599999,181.89469535,5513,3415.764,91.08455322,0
1562547600000,0.026529,0.02675,0.026512,0.026673000000000002,3612.798,1562551199999,96.37734163,3684,1766.476,47.14051058,0
1562551200000,0.026663,0.026782999999999998,0.026660000000000003,0.026758999999999998,3291.0809999999997,1562554799999,87.8860672,3931,1787.816,47.74773393,0
1562554800000,0.026757999999999997,0.026802,0.026659,0.026786,4923.556,1562558399999,131.60810187,3862,2110.5170000000007,56.42049502,0
1562558400000,0.026789,0.0268,0.026638,0.026650999999999998,5391.0819999999985,1562561999999,144.02379472,4274,2353.908,62.88395811,0
1562562000000,0.026652999999999996,0.026691000000000003,0.026539,0.02658,4537.667,1562565599999,120.65693568,3911,2746.468,73.03283965,0
1562565600000,0.02658,0.026695,0.026562,0.026674,3573.152,1562569199999,95.14091607,3752,2209.603,58.83024168,0
1562569200000,0.026675,0.026933,0.026631000000000002,0.026889999999999997,6406.183000000001,1562572799999,171.53605108,6428,3625.2709999999997,97.09625415,0
1562572800000,0.026888,0.026902999999999996,0.026351999999999997,0.026372000000000003,12044.527,1562576399999,321.55164019999995,8204,5556.1730000000025,148.53921908,0
1562576400000,0.026396,0.026413,0.026080000000000002,0.026195999999999997,17557.186,1562579999999,460.04972043,14721,9166.511,240.18630249,0
1562580000000,0.026197,0.0262,0.025901,0.025945,11077.643,1562583599999,288.61586177,7673,5301.849,138.10420390000002,0
